file_name,Label
./data/yes/47d01978_nohash_0.wav,0
./data/yes/2cec1d47_nohash_0.wav,0
./data/yes/20174140_nohash_0.wav,0
./data/yes/dca2797e_nohash_3.wav,0
./data/yes/cc6ee39b_nohash_0.wav,0
./data/yes/6af4aa07_nohash_0.wav,0
./data/yes/44715c1c_nohash_0.wav,0
./data/yes/28ed6bc9_nohash_1.wav,0
./data/yes/cb164eea_nohash_0.wav,0
./data/yes/54d9ccb5_nohash_1.wav,0
./data/yes/61bcb275_nohash_1.wav,0
./data/yes/ba59cab3_nohash_0.wav,0
./data/yes/3847619e_nohash_1.wav,0
./data/yes/af405b69_nohash_0.wav,0
./data/yes/b80d6c5e_nohash_0.wav,0
./data/yes/57376a4c_nohash_0.wav,0
./data/yes/876c84d6_nohash_0.wav,0
./data/yes/63996b7c_nohash_0.wav,0
./data/yes/a6d586b7_nohash_1.wav,0
./data/yes/264f471d_nohash_1.wav,0
./data/yes/7f74626f_nohash_0.wav,0
./data/yes/48bfde8e_nohash_1.wav,0
./data/yes/84d1e469_nohash_2.wav,0
./data/yes/179a61b7_nohash_4.wav,0
./data/yes/cb8f8307_nohash_4.wav,0
./data/yes/190821dc_nohash_0.wav,0
./data/yes/55d3725a_nohash_1.wav,0
./data/yes/270bfa52_nohash_1.wav,0
./data/yes/d8a5ace5_nohash_1.wav,0
./data/yes/f17be97f_nohash_0.wav,0
./data/yes/51055bda_nohash_3.wav,0
./data/yes/409c962a_nohash_0.wav,0
./data/yes/413bcfe1_nohash_0.wav,0
./data/yes/460f2bad_nohash_0.wav,0
./data/yes/71bf8f48_nohash_0.wav,0
./data/yes/3402e488_nohash_2.wav,0
./data/yes/da2c5f1b_nohash_1.wav,0
./data/yes/4e8c5516_nohash_1.wav,0
./data/yes/4d4e17f5_nohash_0.wav,0
./data/yes/9f869f70_nohash_2.wav,0
./data/yes/ffd2ba2f_nohash_3.wav,0
./data/yes/ec545975_nohash_1.wav,0
./data/yes/d1a4fb3f_nohash_1.wav,0
./data/yes/f92e49f3_nohash_1.wav,0
./data/yes/f632210f_nohash_0.wav,0
./data/yes/adec6a94_nohash_1.wav,0
./data/yes/035de8fe_nohash_0.wav,0
./data/yes/c84f9b5c_nohash_0.wav,0
./data/yes/b84f83d2_nohash_1.wav,0
./data/yes/327289eb_nohash_1.wav,0
./data/yes/65f2531f_nohash_0.wav,0
./data/yes/56eb74ae_nohash_4.wav,0
./data/yes/079d1020_nohash_0.wav,0
./data/yes/e63b69c5_nohash_1.wav,0
./data/yes/c256377f_nohash_0.wav,0
./data/yes/563aa4e6_nohash_0.wav,0
./data/yes/c79159aa_nohash_3.wav,0
./data/yes/8281a2a8_nohash_2.wav,0
./data/yes/6727b579_nohash_1.wav,0
./data/yes/6c0f6493_nohash_3.wav,0
./data/yes/aff582a1_nohash_2.wav,0
./data/yes/fce65496_nohash_0.wav,0
./data/yes/b43c8f2f_nohash_0.wav,0
./data/yes/98447c43_nohash_1.wav,0
./data/yes/1a673010_nohash_2.wav,0
./data/yes/bd2db1a5_nohash_0.wav,0
./data/yes/5e033479_nohash_0.wav,0
./data/yes/b83c1acf_nohash_4.wav,0
./data/yes/34263ab3_nohash_0.wav,0
./data/yes/918a2473_nohash_4.wav,0
./data/yes/d952a17e_nohash_2.wav,0
./data/yes/36050ef3_nohash_3.wav,0
./data/yes/c1d39ce8_nohash_5.wav,0
./data/yes/29b81b73_nohash_0.wav,0
./data/yes/38d78313_nohash_3.wav,0
./data/yes/8d8d9855_nohash_0.wav,0
./data/yes/3565ca83_nohash_0.wav,0
./data/yes/c1d39ce8_nohash_6.wav,0
./data/yes/7ea032f3_nohash_1.wav,0
./data/yes/baeac2ba_nohash_1.wav,0
./data/yes/65d844fc_nohash_0.wav,0
./data/yes/834f03fe_nohash_2.wav,0
./data/yes/f1d36c53_nohash_0.wav,0
./data/yes/105a0eea_nohash_0.wav,0
./data/yes/834f03fe_nohash_1.wav,0
./data/yes/ced835d3_nohash_1.wav,0
./data/yes/a9f38bae_nohash_0.wav,0
./data/yes/cb8f8307_nohash_3.wav,0
./data/yes/c634a189_nohash_4.wav,0
./data/yes/8f4c551f_nohash_3.wav,0
./data/yes/76424fa5_nohash_1.wav,0
